,lemmatized_text
8436,harry forget song add wedding playlist louis endlessly blushing n batting eye 
8437,tire wtf 
8438,chi whats issue 
8439,happy belated birthday cikaaawish best maaf telat ngucapinnya 
8440,feel sick stomach hurt do cry night sleep 
8441,cuz thought could ask team snapchat make live concert since last concert eunhae 
8442,happy friday 
8443,rly wan na spend christmas relative yr 
8444,follow thanks please follow 
8445,cretaperfectme cretaperfectsuv creta load heart day many heart 
8446,evolution 
8447,wahoo team masaantoday 
8448,oops 
8449,happy birthday chocolate lover cake tenerina auguri italy best wish 
8450,nobody say easy 
8451,option phone 
8452,sleep work hour 
8453,work next weekend 
8454,hahaha support song alot ppl say good infinite v ah 
8455,tombow abt arrive 
8456,ur computer mine 
8457,drew wip sw crush 
8458,another ridiculous headache 
8459,get free cornettos figure x 
8460,love much believe follow please follow please justin x 
8461,hopefully chwang still drag eat later sob 
8462,mean drunk mxico city 
8463,reading beautiful like read 
8464,like 
8465,someone hug pls 
8466,bit tire hour salsa dance last night definitely worth happy friday everyone 
8467,lt u nez agnezmo 
8468,sunrise pretty get good picture 
8469,goodnight jeremy 
8470,wherever always make smile 
8471,thanks retweet friend 
8472,easy 
8473,indeed 
8474,shame thought get somewhere abandon talk disagree w get u nowhere 
8475,tato bulat 
8476,timetunnel quite sure radio set heart 
8477,fresh news still impossible play 
8478,want watch paper town tomorrow 
8479,want sleep time guess get morning 
8480,photo feetblog 
8481,indeed thanks link article 
8482,contact whatsoever anybody 
8483,miss movie much hard find cd 
8484,good japanese likewise either 
8485,thanks dave lovely day thanks lovely family friend miss congratulation 
8486,love lt 
8487,hope pray good hand far able see call 
8488,grow fond christopher like initially cocky really prove attitude improve 
8489,good luck couple get married weekend 
8490,im wear mine dj next fri 
8491,saw chris brown 
8492,found prompt 
8493,yeah right perfect let pretend video song anything else make suck 
8494,miss 
8495,kaylee goodbye forget feminist fought right act like snobby little bitch goodnight 
8496,okay start 
8497,happy friday 
8498,great marketing campaign shame driver busy ubericecream 
8499,love much believe follow please follow please justin x 
8500,great weekend guy 
8501,read sandrabland story thats scary hope truth reveal 
8502,welcome 
8503,knowwww runny nose let sleep 
8504,fan so since early june last year really hate get upset parent 
8505,amp litro gon na weekend 
8506,goooood mooorning want sleep 
8507,real mvg valuable girlfriend stay till madrid game start 
8508,get sleep medicine imma till pm tomorrow take 
8509,want free ice cream 
8510,oldschool runescape 
8511,walk barely accord good hope get home ok 
8512,ah memory 
8513,much edit little time 
8514,girl 
8515,come home empty house ape 
8516,pm 
8517,special offer rrp price 
8518,excite news day till hpc party x 
8519,win ticket cody simpson concert singapore august spinorbinmusicxcodysimpson pls pls 
8520,dare run corridor 
8521,someone talk 
8522,short weekend ahead 
8523,please let u know store able visit may inform expect 
8524,kind word thank much much good cheltenham area 
8525,unreal training boy awesome work zaine zac isaac os 
8526,owww weekend course next week able get amsterdam 
8527,aigoo baby 
8528,hi may interested blog 
8529,oh lovely lovelayyy thanks ok kidney want anyway p 
8530,feel sick 
8531,steve bell john prescott labour leadership contest cartoon let loose dog 
8532,thank much kind word sure pas team 
8533,woohyun seem weird inspirit shin night im ised see like happen 
8534,gorgeous fun 
8535,hi adrian parcel monday tuesday pris 
8536,fback 
8537,suppose august 
8538,late one 
8539,need boyfriend rn answer callllllls 
8540,ha ha im actually happy pick 
8541,happen soul si 
8542,happy friday 
8543,mind follow back 
8544,one who dont see sinse trend something like thats zayniscomingbackonjuly 
8545,ima leave right 
8546,follow thanks please follow 
8547,actual lol 
8548,funny use kuffar computer cell phone social medium spread diarrhea though immigrant louse 
8549,im almost end far cry journey similar game recommendation say cod gta cut bitch 
8550,combine three add bit asian u get truly 
8551,neither look rain app 
8552,dudaftie breaktym 
8553,anymore 
8554,battery life please 
8555,wonder drop phone last time damage wifi cause enable anymore otter protection case 
8556,get ready choir member 
8557,follow thanks please follow 
8558,celebrate life summer morefuninthephilippines lahos island caramoan island 
8559,make fool like ask make another one 
8560,hi see workplace one venue list sure fix thanks 
8561,finale parasyte fuck feeling alllllll way 
8562,hi agnes please email socialmedia co uk sam 
8563,lot rarer life twitter 
8564,huni xx 
8565,robbeasley progress stone transfer chelsea 
8566,thanks tweet 
8567,harana wish could chance sing song 
8568,want 
8569,awww thanks hey million enjoy weekend hey 
8570,start love someone hard stop bebeeeee 
8571,r u gon na sarajevo live like hour 
8572,eye want sleep rest bad 
8573,leader nice one mr lewis 
8574,mum decides walk scold cleaning room sat chill 
8575,thank eonnie 
8576,follow already thanks 
8577,aww thanks anyway 
8578,ddot would anyway 
8579,get th win 
8580,get bed yet 
8581,least freeze outside right 
8582,sorry antagonise call writer several polite nudge 
8583,wish go leeds festival need see simple plan long 
8584,miss venice 
8585,glad cry 
8586,wait sumer repackage money buy 
8587,buynotanapologyonitunes avalible denmark could someone please gift im frustrate 
8588,bby gurl 
8589,good night 
8590,hope enjoy ride andy nb 
8591,discrimination five thing learn pregnancy discrimination today left foot f uniteblue tcot 
8592,omg believe vampire diary follow thank much best day ever 
8593,look solid 
8594,dear hater 
8595,save pic master nim say pic ask many pic see 
8596,thanks much 
8597,sad 
8598,miss bos 
8599,aaaaahhhhhhhh pm feel like die boredom 
8600,wonderful day thank 
8601,india big loser kamaal r khan amm wait nobody near big loser u r 
8602,really wish c w friend rn 
8603,song freak saaaaaaad 
8604,nice convo like normal person instead post u feel closest twitter friend 
8605,lol sorry ultor first hitter favor much 
8606,need stress time 
8607,notice hopeless 
8608,rosie hayoung shut 
8609,noo random person class 
8610,hey lynne fb buffer button bring composer buffer fb share mary 
8611,welcome amber hope enjoy 
8612,luckily one many 
8613,followfriday c top new follower community week 
8614,always felt way life begin 
8615,clickscothanks 
8616,baby go back sleep amp bore 
8617,see saturday p see stormy 
8618,wan na go back time everything still fine 
8619,unfollow 
8620,cheer 
8621,hope person jail 
8622,say hello overgeneralization 
8623,v nice day happen surreal 
8624,apply tomcat 
8625,thanks lot quick response 
8626,check people wan na unblock everyone p 
8627,st yesterday rt follow dm get neither 
8628,vidcon 
8629,hey r u camera cuz everytime look u smile liveonstreamate 
8630,inter ucl arsenal small team right 
8631,get u nice lil gf 
8632,push client way host maybe well wait till next week 
8633,mean put rat lol 
8634,wan na go home bring english food gladly stay 
8635,wna go church 
8636,nightmare 
8637,need sleep 
8638,even familiar idea snapchat im sure phone question bother enough p 
8639,love little bit 
8640,start rain soon ready run damn 
8641,bit fun pedant 
8642,nd thought college 
8643,one approve recognize fanbase bailona 
8644,grabe ang harsh huhuhu u like 
8645,dfamily check final design hope like 
8646,look fun kik slacke kik kikmeguys blonde kikchat sexy mpoints kiksexting 
8647,dil always welcome dear good afternoon 
8648,work neighbour motor ask say hate update search 
8649,true 
8650,even awake 
8651,would tweetup without book rest assure book 
8652,ezoo year sorry 
8653,follow mixcloud 
8654,honestly idea thing could explain 
8655,im hop 
8656,see later 
8657,find old picture long hair make sad 
8658,finally get finish long story expect fail work revamps end 
8659,regret peanut butter sandwich rn sore mouth make thing difficult 
8660,ah bad 
8661,havent see earlier 
8662,want minion bucket please yesterday 
8663,swifties outside u suppose vote really really really want help win 
8664,like 
8665,best want body 
8666,slept day sleep 
8667,ah good luck cat use let go house something play winter fast little bugger 
8668,building house 
8669,watch phone sorry thank still lt 
8670,idk wan na watch episode 
8671,another note found camden town work 
8672,sari kirmizi evet 
8673,omg wish come spain 
8674,anthem sombrero high okay lose 
8675,hi want get connect planning come south korea 
8676,niall follow fan still without follow 
8677,hate late bc wake early end waste day 
8678,god plan u plan need planning timing believe know faithful 
8679,thank always puttinga smile facemind follow nice day x 
8680,give minute 
8681,morning hope keep well get anything nice plan weekend thanks follow well 
8682,lose excitement birthday 
8683,thats mean gt dont like rude also aww bc keep u away snake damn shouldve move 
8684,know saklap 
8685,would cool fall asleep phone oomf 
8686,feel like shit 
8687,yes surprised see bit rain today 
8688,thank 
8689,happy birthday 
8690,love tell every crowd loud loud fan world x 
8691,boong 
8692,wish could join 
8693,feel sick 
8694,come thru b miss 
8695,even know could get hotter fml 
8696,awh good luck upgrade 
8697,im sure anyone would kiss ur forehead amp give u medicine u ask ur welcome 
8698,aw miss 
8699,fave unfollows 
8700,anyone need ride educampakl tomorrow leave rotorua early morning pick people way like come 
8701,reachability nc bug still much p 
8702,month wait finally hoodie eeeep yay sohappyrightnow 
8703,change many life love much best idol planet 
8704,imran khan hero really ikprideofpak 
8705,anytime 
8706,want fuck day collar 
8707,char im really sick one font size minion float font size sick kid pls 
8708,okay okay 
8709,read kunoriforceo ceomonth 
8710,welcome hun thanks follow 
8711,full hope basara capcom release pc 
8712,fback 
8713,hi make final design please check 
8714,feel like weird person shipping bellamy amp raven everyone ship clarke heart want want 
8715,excite second picts 
8716,photo benedictervention happens content b season youd think 
8717,kind dumb statement like moodswings like make tweet say hate terminal disease like wow unique 
8718,want add 
8719,mean naggy anal child want keep phappy birthday buddy 
8720,boo count 
8721,bird flew window dead 
8722,ok 
8723,asian sjw try cry 
8724,stomach already growl 
8725,rofl go happen rest assure 
8726,hi dm detail pas alumnus team amp get touch mba representative 
8727,told survive living alone rest life even left alone day 
8728,url new web site design easy use 
8729,truly sorry safe flight 
8730,oh thats terrible 
8731,awful appointment tomorrow like feel ok go since gt 
8732,literally time watch paper town 
8733,say go sleep hour ago amp im still awake 
8734,tomorrow lmao hehe 
8735,green garden midnight sun beautiful canal dasvidaniya till next visit 
8736,hello get youth job opportunity follow gt gt 
8737,miss cutie ry 
8738,today weather sum feel go work tgif 
8739,sad return holiday find radio morning bc drive 
8740,friend respect life sorry 
8741,neobytes universal picture seed pirate movie copy file takedown notice 
8742,cya week 
8743,go outlying island cheung chau mui wo totally different 
8744,oh know yes order deliver work address add address book ac 
8745,shave hair feel like get ta shave beard bit nooooope 
